,T1goldEarned,T1totalMinionsKilled,T1totalTimeSpentDead,T1wardsKilled,T1wardsPlaced,T2goldEarned,T2totalMinionsKilled,T2totalTimeSpentDead,T2wardsKilled,T2wardsPlaced,T1win,T1baron,T1champion,T1dragon,T1inhibitor,T1riftHerald,T1tower,T2baron,T2champion,T2dragon,T2inhibitor,T2riftHerald,T2tower
269,47614,576,430,18,57,40365,549,700,16,52,1,0,27,3,0,2,3,0,16,1,0,0,2
270,62968,623,731,22,38,50713,610,1203,18,59,1,0,42,3,3,2,11,0,25,1,0,0,2
271,64159,702,630,30,59,66919,724,994,22,86,0,0,33,2,1,0,5,2,27,2,3,2,10
272,54707,635,295,30,62,49159,701,601,23,68,1,1,22,4,1,0,7,0,11,0,0,2,5
273,78786,906,860,65,132,74074,1030,884,57,146,1,1,31,5,4,1,11,1,25,1,0,1,7
274,48563,574,977,18,41,54733,568,590,14,56,0,0,20,0,1,2,5,0,39,4,1,0,6
275,27711,341,552,6,29,40367,427,184,11,40,0,0,6,0,0,0,0,0,26,2,0,1,5
276,28952,373,451,7,37,41608,419,249,22,32,0,0,10,0,0,0,0,0,23,2,0,1,5
277,43119,528,1255,12,40,59205,542,458,8,47,0,0,18,1,0,0,0,1,48,2,1,2,9
278,33995,474,661,15,37,43678,499,257,11,39,0,0,11,0,0,1,1,0,28,1,0,1,5
279,36991,430,194,7,34,29885,378,403,5,26,1,0,18,3,0,0,3,0,10,0,0,2,1
280,55781,626,552,18,56,45101,539,848,17,53,1,1,31,1,2,1,9,0,24,2,0,1,2
281,48101,483,1165,15,44,61251,520,730,12,55,0,0,31,1,0,1,2,1,40,2,2,1,10
282,70855,678,1010,28,67,67530,650,1245,29,74,1,0,45,4,1,1,10,2,32,1,0,1,3
283,59328,634,478,31,67,49882,615,687,30,84,1,1,27,1,1,1,7,0,21,3,0,0,3
284,46609,697,734,25,67,58530,694,306,24,79,0,0,11,1,0,0,3,1,27,3,2,1,9
285,65125,680,565,35,70,59118,675,1092,23,83,1,0,40,4,0,0,5,1,18,0,0,2,6
286,51249,569,510,16,47,44823,584,874,17,53,1,1,28,2,2,2,7,0,20,2,0,0,2
287,41383,462,492,15,40,38539,429,399,13,49,1,0,21,1,0,1,3,0,22,1,0,0,1
288,57972,653,209,28,63,42779,634,795,11,58,1,1,29,4,2,2,9,0,8,0,0,0,1
289,56045,761,804,27,59,61763,716,526,26,71,0,0,17,1,0,1,4,2,25,4,1,1,8
290,74483,857,1208,29,90,81531,911,1147,43,115,0,1,32,4,1,0,6,2,33,2,1,2,8
291,50646,573,1211,12,45,61796,525,535,11,55,0,1,18,0,0,0,4,0,49,3,2,1,9
292,47939,589,987,25,64,60519,552,476,25,75,0,0,15,0,0,2,2,1,38,4,1,0,9
293,38334,469,874,15,53,53538,595,384,23,43,0,0,13,0,0,1,0,0,32,2,2,0,10
294,35547,366,564,5,45,45256,439,425,17,30,0,0,19,0,0,1,1,0,27,3,0,1,5
295,49068,493,501,8,50,41826,450,671,9,41,1,1,32,3,1,1,7,0,20,0,0,1,2
296,70180,785,1261,56,111,74351,804,1310,42,94,0,0,42,3,0,2,8,2,38,2,1,0,4
297,55629,525,473,20,52,45639,547,660,20,46,1,1,32,2,2,2,9,0,25,1,0,0,2
298,65104,641,1294,32,75,71341,721,1151,36,89,0,1,34,4,0,0,4,0,43,1,1,2,8
299,29020,355,240,5,32,33877,401,262,9,38,0,0,12,0,0,0,1,0,16,2,0,1,3
300,43721,485,647,10,37,45626,491,418,12,43,0,0,20,1,0,2,4,1,22,2,0,0,4
301,83515,783,1801,19,79,80051,771,1709,19,64,1,2,52,4,4,1,11,0,50,1,0,1,5
302,80080,933,1657,38,106,87265,832,1342,53,93,0,1,38,3,0,0,4,1,51,4,3,1,10
303,58985,677,1278,27,66,69967,674,1005,30,88,0,0,32,1,0,1,1,1,42,4,1,1,9
304,65103,688,1076,32,91,71688,756,1229,39,59,0,1,34,0,0,0,4,0,36,5,1,2,9
305,36121,362,156,5,24,23616,278,472,5,21,1,0,29,2,0,1,3,0,8,0,0,0,0
306,79852,765,1681,41,85,82112,770,1625,45,103,0,0,43,3,1,2,5,2,47,3,1,0,9
307,41177,486,192,24,39,30270,415,403,15,44,1,0,23,3,0,2,6,0,9,0,0,0,1
308,39842,527,668,19,54,48551,560,252,15,59,0,0,12,0,0,1,3,1,25,3,0,1,3
309,62563,567,774,12,50,49761,468,1170,12,63,1,1,43,1,3,1,11,0,28,2,0,0,2
310,64381,568,1325,14,54,60367,556,1065,13,63,1,1,37,1,2,2,9,0,44,3,1,0,4
311,41732,445,341,13,26,30443,353,478,13,40,1,0,27,2,1,1,6,0,16,0,0,0,1
312,42199,419,706,14,36,50140,519,679,13,38,0,0,31,1,0,1,2,0,31,2,0,1,6
313,71736,812,851,45,76,63412,728,1397,42,114,1,0,42,2,1,2,9,1,29,2,0,0,6
314,54902,691,773,22,52,64046,648,783,16,68,0,0,27,0,0,0,3,1,32,4,3,2,9
315,59834,580,574,13,59,46072,566,1103,14,43,1,1,39,1,0,1,7,0,20,2,0,0,3
316,83986,834,1011,41,92,74304,974,1531,27,100,1,2,46,3,6,2,11,0,31,2,0,0,3
317,36475,452,520,9,44,43571,528,271,13,44,0,0,10,0,0,1,3,0,22,2,0,1,4
318,53629,602,1201,27,64,61977,677,572,31,59,0,1,24,0,0,2,3,0,39,4,1,0,8
319,56966,717,295,28,86,43166,604,499,40,62,1,1,27,3,1,1,7,0,12,1,0,1,1
320,57212,626,347,24,57,45027,581,618,12,53,1,1,25,2,3,2,11,0,14,1,0,0,3
321,44692,533,899,11,53,57270,532,546,17,46,0,0,22,0,0,0,1,1,37,4,1,1,8
322,22047,314,374,7,32,33293,364,101,6,31,0,0,6,0,0,1,0,0,21,1,0,0,3
323,63838,733,1061,36,67,70031,708,903,23,83,0,0,32,1,0,0,3,1,40,3,2,1,8
324,55537,661,249,20,58,38326,557,528,21,49,1,1,24,2,2,2,9,0,11,1,0,0,0
325,52033,604,893,19,61,63361,643,766,22,66,0,0,27,1,0,0,3,1,36,2,0,1,7
326,51554,775,987,25,53,63772,778,441,20,63,0,0,12,0,0,0,3,1,30,4,1,2,9
327,60298,625,806,24,61,56045,602,863,23,57,1,0,36,3,1,2,9,1,27,2,0,0,4
328,45572,607,915,14,43,56915,588,341,17,46,0,0,14,2,0,1,2,1,33,1,0,1,6
329,58383,678,755,27,90,64024,677,938,15,75,0,0,31,1,0,1,3,1,31,3,2,0,10
330,28006,350,314,5,25,35485,386,179,8,24,0,0,8,1,0,0,1,0,17,0,0,1,4
331,40109,494,969,7,27,52946,539,379,11,36,0,0,15,0,0,2,2,1,39,2,1,0,8
332,51243,564,925,18,45,54847,567,636,16,45,0,0,28,1,0,0,5,0,40,2,1,1,8
333,25580,335,417,7,29,34683,356,168,4,29,0,0,9,0,0,0,0,0,22,2,0,1,4
334,49517,579,544,13,44,46495,585,452,9,47,1,0,19,1,1,0,6,0,22,1,0,2,5
335,36201,467,652,9,43,46889,466,313,14,36,0,0,15,0,0,0,1,0,32,2,1,2,8
336,77781,765,1500,26,93,82401,799,1664,37,86,0,0,48,3,1,0,4,2,45,3,3,2,11
337,48089,450,476,11,37,37935,475,742,6,38,1,0,32,2,0,2,6,0,18,1,0,0,0
338,71180,760,905,23,64,63528,735,1012,26,67,1,1,40,2,1,1,8,0,31,1,0,0,4
339,58524,635,940,29,47,50784,560,981,19,69,1,0,31,1,2,2,9,1,29,2,0,0,2
340,52947,565,309,16,41,42160,597,654,12,49,1,1,26,3,0,2,6,0,13,1,0,0,3
341,53629,633,1212,16,58,67541,680,721,21,62,0,0,23,2,0,2,4,1,41,2,1,0,8
342,67974,744,1187,30,73,66722,708,839,27,69,1,1,29,1,1,0,10,1,37,3,1,2,6
343,51726,539,347,16,47,41143,535,699,11,49,1,0,26,1,2,1,10,0,12,1,0,0,1
344,29903,415,116,5,24,23121,347,232,7,17,1,0,11,1,0,1,2,0,5,1,0,0,0
345,57983,617,485,25,57,45850,607,804,19,57,1,1,31,2,1,1,8,0,16,2,0,1,2
346,67502,723,1053,32,77,60902,671,1137,29,73,1,1,36,4,1,2,8,1,27,0,0,0,3
347,61084,664,505,29,66,53773,657,908,21,74,1,1,30,2,1,1,8,0,21,2,0,1,5
348,65897,656,800,21,63,57283,637,1087,18,54,1,2,42,1,3,1,9,0,26,3,0,1,2
349,87672,1006,895,45,104,81099,1076,759,39,102,1,4,26,3,3,1,9,0,26,3,0,1,6
350,42335,536,938,17,40,51669,511,260,9,39,0,0,10,0,0,2,3,0,36,3,1,0,9
351,49577,516,652,7,32,44136,432,755,4,32,1,0,28,1,0,0,5,1,26,2,0,1,0
352,43167,484,337,13,39,34407,417,588,8,41,1,0,29,2,0,1,5,0,14,1,0,0,0
353,54689,569,278,14,66,40172,527,776,15,63,1,1,31,2,1,2,8,0,13,1,0,0,2
354,44468,503,163,10,43,31071,382,421,11,42,1,0,19,2,2,2,8,0,8,1,0,0,1
355,72318,618,1435,18,69,68655,598,1141,18,57,1,2,43,2,2,2,10,0,49,2,0,0,3
356,67730,676,1424,20,80,67974,616,1411,31,76,1,0,38,3,1,0,8,2,44,2,2,1,7
357,48482,580,586,24,47,49092,537,579,15,61,0,1,20,0,1,1,5,0,21,4,2,1,9
358,34979,478,851,9,44,49417,510,234,18,43,0,0,10,0,0,0,1,1,35,3,1,2,6
359,67630,690,875,30,73,55249,637,1287,27,68,1,2,45,3,2,2,9,0,29,1,0,0,2
360,53122,563,427,15,57,39305,469,874,20,43,1,0,31,2,2,2,8,0,18,1,0,0,0
361,48029,525,1135,20,53,62461,710,633,21,62,0,0,24,1,0,0,3,1,39,3,2,1,10
362,65354,649,598,35,65,53079,632,940,21,87,1,1,38,4,3,2,11,0,21,1,0,0,1
363,45789,509,851,14,72,54484,589,643,34,48,0,0,22,1,0,1,1,1,29,2,1,1,7
364,43144,569,762,17,58,51322,533,377,18,47,0,0,16,1,0,1,1,1,29,2,0,1,5
365,49982,611,806,16,52,54695,580,468,17,45,0,0,19,1,0,0,6,1,29,3,1,0,9
366,51334,712,772,36,67,61334,705,400,43,92,0,0,17,1,0,0,3,1,30,2,2,2,10
367,38288,532,756,11,48,44706,472,260,15,39,0,0,14,0,0,0,2,0,28,3,0,2,4
368,49689,578,808,24,57,59286,610,526,21,61,0,0,20,1,0,1,4,1,34,2,2,1,10
369,38293,433,249,9,30,28634,334,464,3,29,1,0,31,2,0,0,2,0,11,0,0,1,1
370,25581,313,456,5,25,33210,390,136,8,34,0,0,6,0,0,1,1,0,24,2,0,0,2
371,69774,757,711,27,64,59243,670,1252,21,57,1,1,44,4,2,0,10,0,25,0,0,1,6
372,31862,431,44,13,37,21922,328,267,11,32,1,0,15,1,0,1,4,0,2,0,0,0,0
373,62879,683,521,16,53,49895,574,1107,13,45,1,1,40,3,2,1,10,0,21,1,0,0,4
374,41942,493,868,10,41,54768,535,360,17,42,0,0,19,1,0,1,1,0,36,2,1,1,10
375,74956,785,898,39,108,59840,783,997,34,74,1,2,35,3,3,2,11,0,26,2,0,0,1
376,59431,675,590,18,66,51170,633,794,26,52,1,1,30,3,1,1,9,0,19,2,0,1,2
377,72287,709,1176,32,78,66555,671,1493,22,69,1,0,49,3,2,1,9,1,35,1,0,1,3
378,42822,398,1223,18,58,58356,540,670,15,59,0,0,23,1,0,0,0,0,47,2,2,1,10
379,75029,659,1431,19,80,78399,840,1702,17,67,0,2,45,1,0,0,6,0,43,4,2,1,10
380,80802,926,2173,30,102,87368,975,1002,34,96,0,1,34,0,2,0,10,1,57,5,1,1,7
381,66195,517,687,27,61,51145,631,1116,23,65,1,1,43,2,1,2,8,0,22,2,0,0,2
382,48397,549,194,15,42,36070,513,644,10,40,1,1,28,1,0,2,6,0,9,2,0,0,1
383,64375,605,797,30,78,49537,559,1025,23,55,1,1,42,3,2,2,10,0,30,0,0,0,0
384,74025,723,1246,35,84,73231,775,1472,30,101,1,0,47,4,1,0,9,2,37,1,1,0,9
385,41566,504,130,17,48,29545,402,509,18,39,1,0,26,1,1,1,7,0,7,0,0,0,1
386,44243,584,946,12,49,58692,639,334,22,58,0,0,13,0,0,2,2,1,33,3,2,0,10
387,40265,423,60,0,32,25078,376,521,5,20,1,0,26,2,2,1,9,0,3,0,0,0,0
388,72774,709,812,30,92,64259,824,1134,36,83,1,2,36,3,3,1,10,0,27,2,0,0,3
389,72797,792,1331,26,74,70723,793,788,25,58,1,1,33,1,4,1,9,1,36,4,1,0,6
390,36028,409,159,11,29,28060,329,522,6,28,1,0,26,2,0,0,3,0,10,0,0,1,1
391,61030,781,967,47,66,69797,791,675,27,130,0,0,21,3,0,1,3,1,30,3,3,1,11
392,49163,594,411,25,56,43342,529,651,15,76,1,0,28,3,1,1,7,0,15,0,0,1,3
393,54559,662,1158,26,75,65535,661,627,29,66,0,0,24,0,1,2,6,1,41,3,2,0,10
394,34835,454,696,14,37,48650,493,248,11,48,0,0,15,1,0,1,1,0,32,2,0,0,6
395,49265,622,341,19,54,41853,548,450,11,55,1,0,17,3,3,2,9,0,14,1,0,0,1
396,52142,608,1019,17,71,60563,560,595,24,53,0,0,28,1,0,0,3,1,38,3,2,2,10
397,36781,309,140,7,37,24441,309,488,7,23,1,0,30,1,0,1,3,0,9,1,0,0,0
398,65508,645,1172,26,82,66582,610,1283,33,66,1,0,37,3,1,1,7,1,37,2,1,0,5
399,83887,785,1553,57,122,83024,840,1563,47,125,0,1,47,2,0,2,5,2,45,2,1,0,10
400,71161,751,963,33,103,68161,828,1093,42,93,1,0,39,2,1,1,9,1,29,3,1,0,5
401,57224,646,1052,34,74,68956,653,1011,36,78,0,0,34,3,0,0,3,2,37,2,1,2,7
402,28408,418,16,6,38,23395,373,171,6,25,1,0,12,1,0,0,1,0,3,0,0,0,0
403,42177,516,744,17,60,56644,522,494,33,54,0,0,17,1,0,0,1,1,29,2,0,1,6
404,43746,621,716,17,61,56867,641,487,24,66,0,0,17,2,0,0,0,1,28,2,2,1,9
405,30995,370,487,6,31,40092,466,246,9,30,0,0,13,0,0,1,0,0,21,2,1,1,7
406,55210,612,798,28,75,66327,699,957,31,84,0,0,28,1,0,1,1,1,32,3,1,1,10
407,40122,534,461,10,39,48541,613,302,4,43,0,0,10,0,0,0,3,1,17,3,2,2,10
408,58300,548,380,14,49,45117,556,944,17,39,1,1,40,3,2,2,10,0,17,0,0,0,2
409,68497,679,969,27,73,63453,674,1334,21,67,1,0,43,5,4,1,11,1,32,0,0,1,1
410,48583,548,408,14,42,41239,392,541,11,46,1,1,24,3,1,2,9,0,18,1,0,0,2
411,39544,497,619,10,43,48982,532,461,11,41,0,0,20,1,0,0,2,0,26,2,1,2,7
412,61180,699,1044,14,77,67096,690,830,28,71,0,0,26,2,0,1,5,1,37,2,2,0,10
413,60186,626,519,25,48,49733,630,987,20,62,1,1,36,2,1,2,8,0,24,2,0,0,3
414,41200,523,214,11,49,30568,376,529,9,34,1,0,23,1,0,0,4,0,10,1,0,1,0
415,61892,605,1655,30,69,71510,648,1212,27,74,0,0,37,1,0,0,4,0,55,3,2,1,9
416,79888,695,1788,32,63,71771,704,1688,15,72,0,1,49,4,0,1,5,0,50,1,4,0,11
417,42809,406,1007,14,37,50643,486,707,7,45,0,0,27,1,0,1,2,0,36,2,2,0,8
418,67208,790,1089,44,93,72161,816,507,27,91,0,1,21,2,3,1,8,1,35,3,3,1,10
419,50677,658,832,19,62,63291,737,498,24,75,0,0,18,0,0,1,2,1,29,4,3,1,11
420,57915,644,426,34,70,47161,611,681,31,59,1,1,28,2,2,0,8,0,21,2,0,2,3
421,27160,368,453,6,27,38434,439,226,6,35,0,0,11,0,0,0,0,0,26,2,0,1,6
422,40968,496,99,13,44,27104,403,406,12,30,1,0,20,2,1,1,8,0,6,0,0,0,0
423,32818,463,644,13,29,46146,507,307,5,41,0,0,12,0,0,0,0,0,25,3,1,1,8
424,32498,461,563,13,42,44044,503,227,18,41,0,0,10,1,0,0,0,0,23,1,2,2,9
425,41909,596,739,21,42,52217,621,222,15,57,0,0,10,1,0,0,2,0,32,2,2,2,9
426,46651,698,835,28,77,57625,594,345,29,75,0,0,12,0,0,1,3,1,32,4,1,1,6
427,40533,490,693,20,39,57408,609,509,13,51,0,0,19,1,0,0,0,1,32,1,2,2,10
428,36484,399,61,6,25,23109,371,397,5,28,1,0,19,1,1,0,6,0,4,0,0,1,0
429,73368,840,1637,57,132,83507,896,1495,66,113,0,0,38,2,0,1,4,3,49,4,1,0,9
430,23675,282,535,6,25,35742,329,187,3,30,0,0,8,0,0,0,0,0,26,2,0,1,4
431,61227,668,838,23,79,57919,623,948,29,62,1,1,33,1,1,0,7,0,32,3,0,2,3
432,78860,775,1028,20,92,74199,854,1357,26,88,1,1,43,2,1,2,7,1,27,3,0,0,5
433,42867,451,1132,16,47,58845,575,580,22,50,0,0,27,0,0,1,1,1,42,3,1,1,9
434,40674,445,795,10,35,45469,373,471,4,44,0,0,21,0,0,0,2,0,37,1,0,1,3
435,49822,373,385,7,40,38014,355,626,7,28,1,1,33,2,0,1,6,0,21,0,0,0,1
436,36740,441,158,14,36,26116,381,370,9,29,1,0,21,1,0,2,4,0,9,1,0,0,0
437,48481,470,172,17,51,34180,492,722,11,45,1,1,28,3,0,2,5,0,9,0,0,0,1
438,59029,523,1806,6,45,75730,556,1151,5,48,0,0,32,0,0,0,2,1,68,4,3,1,10
439,48722,599,980,22,63,64582,634,506,24,67,0,0,16,1,0,0,0,1,37,3,2,2,10
440,42158,485,121,14,48,29108,470,519,14,36,1,0,20,3,1,2,8,0,6,0,0,0,1
441,55551,758,833,24,54,57609,662,536,14,76,0,1,14,1,0,1,5,0,27,4,2,1,7
442,40470,566,506,18,52,50503,646,316,25,66,0,0,14,1,0,2,2,1,20,2,2,0,9
443,45378,575,731,45,72,55780,620,657,42,87,0,0,23,1,0,1,2,1,26,3,1,1,8
444,33211,359,82,7,23,22790,313,376,6,26,1,0,23,2,0,1,3,0,6,0,0,0,0
445,62534,607,913,29,39,63401,657,1147,17,74,1,1,38,1,1,1,8,0,33,3,0,0,6
446,38348,538,600,20,49,49739,570,378,25,51,0,0,14,0,0,0,1,0,24,3,0,1,5
447,49125,547,328,16,47,40230,535,632,18,50,1,1,24,3,1,0,6,0,12,0,0,1,3
448,64775,612,770,34,98,54161,600,1032,31,67,1,2,37,3,2,2,9,0,26,2,0,0,4
449,60062,555,539,46,48,47635,502,854,19,90,1,1,37,3,1,1,9,0,23,0,0,0,2
450,69906,650,1092,22,67,60501,575,974,20,71,1,2,39,2,1,1,9,0,31,3,1,1,4
451,58301,674,624,26,79,60633,601,982,29,55,1,0,34,0,1,0,8,1,23,3,1,1,8
452,69351,676,981,30,53,65180,637,1091,14,77,0,1,38,3,0,0,3,1,30,1,2,2,10
453,39629,451,685,17,49,45090,480,350,14,47,0,0,15,1,0,0,2,1,24,2,0,1,3
454,64014,638,1371,18,85,69932,682,1062,35,78,0,0,31,2,0,1,4,2,40,3,2,0,11
455,52145,606,462,27,61,41589,587,897,18,55,1,0,32,4,0,1,4,0,14,0,0,0,1
456,55835,647,743,27,77,60091,647,733,29,86,0,1,24,2,0,0,2,0,28,2,2,2,8
457,42987,601,645,17,54,55736,642,377,24,53,0,0,13,1,0,0,1,1,22,2,2,2,10
458,45078,363,137,10,36,30893,322,459,6,35,1,0,29,2,1,2,9,0,10,0,0,0,3
459,80838,781,1195,63,77,79792,782,1936,41,127,1,0,56,4,1,0,9,2,33,2,1,1,6
460,43632,535,106,10,45,35872,508,459,10,34,1,1,22,3,0,1,4,0,6,0,0,1,3
461,21986,253,574,2,77,42603,442,94,4,28,0,0,6,0,0,1,0,0,28,2,2,1,9
462,72017,647,1213,16,65,63453,597,1189,14,55,1,1,45,4,2,2,10,1,42,1,0,0,3
463,46298,523,502,15,47,54481,606,656,14,58,0,0,25,2,0,1,3,1,22,2,1,0,10
464,53872,625,904,20,75,61871,662,698,29,56,0,0,23,0,0,1,2,1,32,4,1,1,7
465,38891,573,762,14,58,50865,585,161,24,60,0,0,5,0,0,0,0,0,29,4,1,1,6
466,40824,478,823,16,46,50623,536,464,20,35,0,0,18,1,0,1,1,0,30,2,1,0,10
467,50542,591,1102,14,73,62908,619,611,28,50,0,0,27,2,0,0,2,1,38,2,3,2,9
468,53806,650,147,15,52,38096,584,644,12,39,1,1,25,3,2,2,10,0,5,0,0,0,1
469,89473,751,1860,44,75,83827,902,1919,25,93,1,2,55,3,2,1,11,1,51,2,0,1,5
470,81138,680,1305,15,60,72513,662,1870,15,61,1,2,55,3,2,1,10,0,37,3,1,0,6
471,67692,649,869,14,45,60670,623,1569,8,47,1,0,49,3,2,1,7,0,31,2,1,1,6
472,61709,634,508,23,56,54712,643,1055,25,59,1,1,39,4,1,1,8,1,19,0,0,0,2
473,64397,544,808,27,77,54346,544,1255,27,61,1,1,49,3,2,1,9,0,29,1,0,0,2
474,36968,517,501,10,41,45474,509,253,17,41,0,0,10,0,0,1,2,1,22,3,1,0,8
475,56802,616,915,22,66,61013,643,958,29,55,0,0,36,2,0,1,3,1,30,2,1,1,8
476,55051,661,959,19,73,63874,713,802,13,58,0,0,26,3,0,0,4,1,32,1,2,1,10
477,41397,515,587,15,37,50568,518,380,8,52,0,0,16,0,0,0,2,0,29,3,2,2,9
478,41589,457,1006,15,68,59779,548,421,30,43,0,0,17,1,0,0,2,1,42,2,2,2,9
479,32162,441,119,14,29,28873,419,184,7,33,1,0,12,2,0,0,2,0,9,0,0,1,0
480,56891,577,771,26,46,48200,553,1006,9,61,1,0,35,2,1,2,10,0,23,2,0,0,3
481,42107,505,631,14,41,49732,495,395,11,50,0,0,23,2,0,0,2,1,25,1,1,1,8
482,43452,623,680,18,71,54298,543,408,25,51,0,0,14,2,0,0,1,1,30,2,1,2,8
483,81097,781,1275,56,124,70891,762,1540,37,114,1,2,48,2,2,1,9,0,38,3,0,0,3
484,66477,643,962,35,73,58992,661,1100,22,85,1,2,37,2,2,1,8,0,33,2,0,1,3
485,39823,536,20,13,41,25963,438,400,12,30,1,0,19,2,1,2,7,0,2,0,0,0,0
486,61619,637,767,21,54,54204,571,850,14,76,1,1,32,4,1,1,8,0,28,1,0,1,4
487,32652,358,177,15,31,26150,337,402,8,31,1,0,18,1,0,0,3,0,10,0,0,1,0
488,68451,769,1629,44,82,81341,707,1313,57,136,0,0,36,0,0,1,3,2,52,4,2,1,10
489,55383,663,907,36,77,60480,629,571,29,74,0,0,20,1,0,1,3,1,29,3,1,1,8
490,42552,418,324,22,38,34022,407,576,8,43,1,0,29,2,0,2,5,0,14,0,0,0,0
491,39677,576,505,14,35,48999,596,241,14,54,0,0,10,0,0,0,1,0,21,3,1,1,7
492,44394,497,891,11,52,53888,584,497,17,50,0,0,18,0,0,1,2,1,36,4,1,1,7
493,47730,552,148,14,45,35228,530,624,14,47,1,1,24,3,1,1,7,0,8,0,0,1,2
494,49506,561,323,27,49,39053,471,551,12,60,1,1,26,2,1,0,7,0,14,0,0,2,2
495,85672,760,1573,27,106,78888,786,2094,26,87,0,3,56,2,2,1,11,0,44,3,1,0,7
496,31791,452,538,9,34,47267,499,172,14,40,0,0,6,0,0,1,1,1,24,2,0,1,7
497,57934,558,375,14,77,44416,577,866,35,41,1,1,36,2,1,2,9,0,15,1,0,0,3
498,45126,491,333,23,74,43308,582,622,28,63,1,1,22,3,0,0,3,0,14,0,0,1,3
499,40912,515,274,10,41,32346,460,446,10,38,1,0,20,2,0,1,3,0,10,1,0,0,0
500,31293,368,145,1,25,23684,313,375,5,27,1,0,18,1,0,1,2,0,7,0,0,0,0
501,56882,625,696,28,60,53512,564,758,23,62,1,0,28,3,2,2,9,1,25,1,0,0,1
502,54905,756,932,41,70,65502,743,520,27,99,0,0,15,1,0,1,3,2,29,3,3,1,11
503,31306,331,40,4,27,21958,343,322,0,25,1,0,18,2,0,1,4,0,2,0,0,0,1
504,65349,702,1110,33,68,67650,721,1063,25,77,0,1,31,3,2,1,10,1,36,2,1,1,8
505,37323,464,53,3,35,23300,307,209,5,22,1,0,15,2,2,1,10,0,3,0,0,0,0
506,73923,743,768,25,83,63763,760,1369,15,74,1,2,45,3,1,0,8,0,24,2,0,1,4
507,74098,649,1432,30,72,67889,611,1845,24,64,1,1,55,3,1,0,9,1,44,2,0,2,7
508,43663,547,802,21,45,55723,617,369,13,55,0,0,17,0,0,2,1,1,29,3,2,0,9
509,76347,790,1088,36,90,68287,736,1307,33,74,1,1,43,3,2,0,10,1,35,2,1,1,4
510,31306,442,664,13,36,47611,546,196,20,64,0,0,8,1,0,0,0,0,28,1,1,2,8
511,59777,642,636,19,76,53741,646,696,29,47,1,2,26,1,1,1,9,0,22,2,0,0,4
512,46021,609,817,23,71,57215,660,411,28,65,0,0,16,2,0,1,2,1,35,1,1,1,8
513,46221,508,999,14,42,58371,591,628,12,63,0,0,23,1,0,2,2,1,35,3,1,0,10
514,17589,206,282,6,16,32828,365,35,4,24,0,0,2,0,0,0,0,0,20,1,1,1,6
515,67468,671,633,25,68,54030,684,1190,22,69,1,2,43,4,3,0,10,0,20,0,0,1,1
516,58500,569,606,14,55,51861,576,1097,16,37,1,1,38,2,2,1,9,0,21,2,0,1,2
517,66441,757,1200,18,60,68984,696,887,24,86,1,0,25,3,2,1,10,2,36,2,4,1,10
518,65066,685,945,33,77,67656,751,694,20,77,0,1,27,4,1,2,8,1,31,1,1,0,7
519,44906,565,1056,14,40,59195,559,486,10,54,0,0,20,2,0,0,1,1,39,2,1,2,8
520,39880,355,208,5,39,28286,325,504,6,24,1,0,28,2,0,1,5,0,11,0,0,0,0
521,70569,683,1410,31,64,71464,589,1300,22,82,0,0,46,3,0,1,8,2,46,2,2,1,8
522,85102,794,2114,31,94,94770,901,1757,36,107,0,0,51,2,1,1,7,3,60,4,1,1,7
523,48851,431,540,11,36,41525,450,770,9,45,1,0,34,2,1,1,7,0,21,1,0,0,3
524,68282,645,1607,29,61,75368,647,1379,31,73,0,1,40,1,0,1,4,1,49,3,2,1,9
525,58227,673,570,32,71,48331,590,762,30,54,1,1,28,3,1,1,7,0,18,1,0,0,2
526,36335,417,702,10,41,45430,485,367,9,44,0,0,17,2,0,1,2,0,34,1,0,0,4
527,48974,532,175,13,36,31513,397,733,4,30,1,0,29,2,1,0,8,0,7,0,0,1,1
528,43589,489,1035,10,45,62408,565,594,26,45,0,0,26,0,0,0,0,1,44,2,1,1,10
529,64629,717,1131,37,72,68621,722,934,40,91,0,1,30,1,2,1,8,1,38,4,1,0,7
530,60090,552,965,18,65,53225,565,1286,23,55,1,1,37,1,1,1,8,0,30,2,0,0,3
531,36571,517,631,21,44,50790,582,209,20,66,0,0,10,1,0,0,1,1,29,2,0,2,8
532,62018,720,687,32,80,54440,674,542,23,87,1,1,23,3,3,0,11,0,23,1,0,2,4
533,69532,829,1063,31,85,64875,735,953,33,116,1,1,30,3,1,0,7,0,29,3,1,2,5
534,55501,650,272,22,51,45383,613,669,13,56,1,1,26,2,2,2,11,0,12,2,0,0,2
535,56401,607,606,19,54,51016,624,658,11,53,1,1,26,2,1,1,7,0,22,2,0,1,3
536,57620,561,392,17,45,47476,605,814,9,44,1,1,35,1,3,1,11,0,17,2,0,0,4
537,38760,450,897,10,47,50133,510,503,19,40,0,0,18,0,0,1,1,0,33,3,1,1,8
538,39886,515,1066,10,39,54409,492,281,12,39,0,0,10,0,0,0,2,1,43,3,2,1,10
539,52710,629,805,23,76,58421,631,593,31,66,0,0,19,1,0,2,4,1,24,3,2,0,9
540,62153,735,710,19,77,65766,754,844,30,60,1,0,28,2,1,2,8,1,30,2,1,0,7
541,49221,493,901,19,70,59678,641,696,23,69,0,0,25,2,0,0,3,1,36,1,2,2,10
